Occupancy,DmgFnId,Source,Description,ft04m,ft03m,ft02m,ft01m,ft00,ft01,ft02,ft03,ft04,ft05,ft06,ft07,ft08,ft09,ft10,ft11,ft12,ft13,ft14,ft15,ft16,ft17,ft18,ft19,ft20,ft21,ft22,ft23,ft24,Comment,ft00_5,ft01_5,ft02_5,ft03_5,ft04_5,ft05_5,ft06_5,ft07_5,ft08_5,ft09_5,ft10_5,ft11_5,ft12_5,ft13_5,Source_Table,Occupy_Class,Cover_Class
COM3,274,USACE - New Orleans,"Laundromat, contents, salt water, long duration",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM3,275,USACE - New Orleans,"Laundromat, contents, fresh water, short duration",0,0,0,0,0,35,48,54,54,55,55,55,55,55,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM3,276,USACE - New Orleans,"Reupholstery, contents, salt water, long duration",0,0,0,0,0,88,88,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM3,277,USACE - New Orleans,"Reupholstery, contents, fresh water, short duration",0,0,0,0,0,17,45,60,65,86,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM3,400,USACE - New Orleans,"Beauty Salon, structure, salt water, short duration",0,0,0,0,0,25,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,387,USACE - Galveston,"Truck Mfg & Sales, structure",0,0,0,0,0,12,18,23,26,27,28,29,30,30,30,32,33,35,35,36,37,38,39,40,41,42,43,44,45,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,388,USACE - Galveston,"Washateria, structure",0,0,0,0,0,6,6,6,7,8,10,12,15,18,23,27,32,38,44,50,56,62,69,75,81,87,93,99,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,403,USACE - New Orleans,"Beauty Salon, structure, composite water & duration",0,0,0,0,0,30,55,65,77,88,96,96,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,404,USACE - New Orleans,"Funeral Home, structure, salt water, long duration",0,0,0,0,0,43,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,405,USACE - New Orleans,"Funeral Home, structure, salt water, short duration",0,0,0,0,0,19,39,75,92,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,406,USACE - New Orleans,"Funeral Home, structure, fresh water, long duration",0,0,0,0,0,28,42,66,81,83,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,407,USACE - New Orleans,"Funeral Home, structure, fresh water, short duration",0,0,0,0,0,16,34,65,80,82,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,395,USACE - New Orleans,"Barber Shop, structure, salt water, short duration",0,0,0,0,0,25,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,396,USACE - New Orleans,"Barber Shop, structure, fresh water, long duration",0,0,0,0,0,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,397,USACE - New Orleans,"Barber Shop, structure, fresh water, short duration",0,0,0,0,0,23,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,398,USACE - New Orleans,"Barber Shop, structure, composite water & duration",0,0,0,0,0,30,55,65,77,88,96,96,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,399,USACE - New Orleans,"Beauty Salon, structure, salt water, long duration",0,0,0,0,0,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,413,USACE - New Orleans,"Laundromat, structure, composite water & duration",0,0,0,0,0,30,55,65,77,88,96,96,97,97,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,401,USACE - New Orleans,"Beauty Salon, structure, fresh water, long duration",0,0,0,0,0,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,402,USACE - New Orleans,"Beauty Salon, structure, fresh water, short duration",0,0,0,0,0,23,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,416,USACE - New Orleans,"Reupholstery, structure, fresh water, long duration",0,0,0,0,0,31,63,64,66,73,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,417,USACE - New Orleans,"Reupholstery, structure, fresh water, short duration",0,0,0,0,0,20,31,63,64,66,73,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,418,USACE - New Orleans,"Reupholstery, structure, composite water & duration",0,0,0,0,0,30,41,52,65,75,91,93,93,93,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,419,USACE - New Orleans,"Watch Repair, structure, salt water, long duration",0,0,0,0,0,34,69,71,72,81,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,420,USACE - New Orleans,"Watch Repair, structure, salt water, short duration",0,0,0,0,0,21,33,66,67,69,77,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,408,USACE - New Orleans,"Funeral Home, structure, composite water & duration",0,0,0,0,0,31,52,65,73,79,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,409,USACE - New Orleans,"Laundromat, structure, salt water, long duration",0,0,0,0,0,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,410,USACE - New Orleans,"Laundromat, structure, salt water, short duration",0,0,0,0,0,25,61,75,85,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,411,USACE - New Orleans,"Laundromat, structure, fresh water, long duration",0,0,0,0,0,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,412,USACE - New Orleans,"Laundromat, structure, fresh water, short duration",0,0,0,0,0,23,55,69,77,86,94,94,94,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,385,USACE - Galveston,"Laundry, structure",0,0,0,0,0,2,5,8,12,15,18,21,23,26,28,31,33,36,39,42,47,51,57,62,67,72,77,82,87,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,414,USACE - New Orleans,"Reupholstery, structure, salt water, long duration",0,0,0,0,0,34,69,71,72,81,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,415,USACE - New Orleans,"Reupholstery, structure, salt water, short duration",0,0,0,0,0,21,33,66,67,69,77,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,265,USACE - Galveston,"Washateria, contents (Equipment)",0,0,0,0,0,20,55,78,83,86,95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM3,375,USACE - Galveston,"Average Personal & Repair Services, Structure",0,0,0,0,0,9,12,13,16,19,22,25,28,32,35,39,43,47,50,54,57,61,64,68,71,75,78,82,85,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,376,USACE - Galveston,"Barber Shop, structure",0,0,0,0,0,13,17,18,24,31,37,41,45,47,49,50,50,51,52,54,56,59,62,66,70,74,78,82,86,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,377,USACE - Galveston,"Beauty Shop, structure",0,0,0,0,0,10,14,17,23,28,34,38,43,47,50,54,57,61,64,67,71,74,77,80,83,86,89,92,95,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,378,USACE - Galveston,"Boat Service, structure",0,0,0,0,0,12,12,12,12,12,12,14,15,18,21,25,30,35,40,46,52,58,64,70,76,82,88,94,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,421,USACE - New Orleans,"Watch Repair, structure, fresh water, long duration",0,0,0,0,0,31,63,64,66,73,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,422,USACE - New Orleans,"Watch Repair, structure, fresh water, short duration",0,0,0,0,0,20,31,63,64,66,73,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,423,USACE - New Orleans,"Watch Repair, structure, composite water & duration",0,0,0,0,0,30,41,52,65,75,91,93,93,93,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,424,USACE - Wilmington,"Barber Shop, structure",0,0,0,0,4,7,15,25,31,39,45,52,57,62,67,71,75,78,82,85,88,91,94,97,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,384,USACE - Galveston,"Funeral Home, structure",0,0,0,0,0,1,5,5,5,6,7,9,11,14,17,20,24,28,32,36,41,45,51,56,61,66,71,76,81,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,262,USACE - Galveston,"Photo Studio, contents (Inventory)",0,0,0,0,0,0,0,80,80,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM3,263,USACE - Galveston,"Truck Mfg & Sales, contents (Equipment)",0,0,0,0,0,65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM3,264,USACE - Galveston,"Truck Mfg & Sales, contents (Inventory)",0,0,0,0,0,34,50,57,65,71,76,80,88,89,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM3,260,USACE - Galveston,"Laundry, contents (Equipment)",0,0,0,0,0,5,10,13,16,19,22,27,33,40,47,56,65,74,84,94,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM3,379,USACE - Galveston,"Car Wash, structure",0,0,0,0,0,0,0,2,5,10,10,15,15,20,20,25,25,30,30,35,35,40,40,45,45,50,50,55,55,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,380,USACE - Galveston,"Cemetary, structure",0,0,0,0,0,19,23,25,25,25,26,27,28,31,35,41,50,58,64,69,73,77,80,82,84,86,88,90,92,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,381,USACE - Galveston,"Cleaners, structure",0,0,0,0,0,4,6,6,8,10,13,17,22,28,34,42,50,57,62,67,71,75,78,81,84,87,90,93,96,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,261,USACE - Galveston,"Photo Studio, contents (Equipment)",0,0,0,0,0,10,10,10,10,10,60,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM3,383,USACE - Galveston,"Private Day Care, structure",0,0,0,0,0,15,16,16,20,25,29,33,37,41,44,47,50,53,56,58,61,65,68,73,78,83,88,93,98,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM3,382,USACE - Galveston,"Cleaners substation, structure",0,0,0,0,0,4,6,6,8,10,13,17,22,28,34,42,50,57,62,67,71,75,78,81,84,87,90,93,96,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,434,USACE - Galveston,"Boat Storage, structure",0,0,0,0,0,4,5,7,10,13,16,22,26,31,37,43,49,55,60,65,70,75,79,83,87,91,95,99,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,437,USACE - Galveston,"Import Sales, structure",0,0,0,0,0,25,30,35,40,42,44,46,48,50,50,65,65,65,65,65,65,65,65,65,65,65,65,65,65,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,438,USACE - Galveston,"Big Office Commercial, structure",0,0,0,0,0,12,14,17,19,23,27,31,35,40,45,50,55,59,63,67,71,74,77,80,83,86,89,92,95,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,436,USACE - Galveston,"Filtering Plant, structure",0,0,0,0,0,5,15,30,60,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,444,USACE - New Orleans,"Accounting Firm, structure, salt water, short duration",0,0,0,0,0,19,39,75,92,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,432,USACE - Galveston,"Airport, structure",0,0,0,0,0,17,17,20,23,27,28,30,32,34,40,40,40,40,43,59,59,59,59,59,59,59,59,59,59,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,435,USACE - Galveston,"Business, Structure",0,0,0,0,0,1,2,3,5,8,11,13,16,18,21,25,29,34,38,44,49,54,59,65,70,75,80,85,90,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,431,USACE - Galveston,"Average Prof/Tech Services, Structure",0,0,0,0,2,11,16,22,28,35,38,41,44,47,50,54,57,59,62,66,68,70,72,74,76,77,78,79,80,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,281,USACE - Galveston,"Airport, contents (Equipment)",0,0,0,0,0,5,10,10,10,10,10,10,10,10,10,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,282,USACE - Galveston,"Airport, contents (Inventory)",0,0,0,0,0,30,40,48,55,75,78,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,433,USACE - Galveston,"Boat Stalls, structure",0,0,0,0,0,10,19,26,32,40,48,56,64,71,78,85,91,97,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,280,USACE - Galveston,"Average Prof/Tech services, Contents (Equipment/Inventory)",0,0,0,0,2,18,25,35,43,49,52,55,57,58,60,65,67,68,69,70,71,71,72,72,72,72,72,72,72,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,439,USACE - Galveston,"Piers, structure",0,0,0,0,20,40,60,80,85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,440,USACE - Galveston,"Sewage Treatment, structure",0,0,0,0,0,2,4,4,4,5,6,8,12,16,21,27,34,42,50,59,68,77,87,97,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,283,USACE - Galveston,"Boat Stalls, contents (Equipment)",0,0,0,0,0,3,6,8,11,13,15,17,19,21,22,24,25,27,28,29,31,32,33,34,35,36,37,38,39,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,284,USACE - Galveston,"Boat Storage, contents (Inventory)",0,0,0,0,1,4,7,12,18,24,32,40,48,54,58,63,66,68,70,70,70,70,70,70,70,70,70,70,70,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,443,USACE - New Orleans,"Accounting Firm, structure, salt water, long duration",0,0,0,0,0,43,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,289,USACE - Galveston,"Real Estate Office, contents (Equipment)",0,0,0,0,0,1,9,42,75,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,445,USACE - New Orleans,"Accounting Firm, structure, fresh water, long duration",0,0,0,0,0,28,42,66,81,83,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,446,USACE - New Orleans,"Accounting Firm, structure, fresh water, short duration",0,0,0,0,0,16,34,65,80,82,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,447,USACE - New Orleans,"Accounting Firm, structure, composite water & duration",0,0,0,0,0,31,52,65,73,79,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,448,USACE - New Orleans,"Legal Office, structure, salt water, long duration",0,0,0,0,0,43,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,449,USACE - New Orleans,"Legal Office, structure, salt water, short duration",0,0,0,0,0,19,39,75,92,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,450,USACE - New Orleans,"Legal Office, structure, fresh water, long duration",0,0,0,0,0,28,42,66,81,83,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,451,USACE - New Orleans,"Legal Office, structure, fresh water, short duration",0,0,0,0,0,16,34,65,80,82,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,452,USACE - New Orleans,"Legal Office, structure, composite water & duration",0,0,0,0,0,31,52,65,73,79,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,453,USACE - New Orleans,"Real Estate Office, structure, salt water, long duration",0,0,0,0,0,43,64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,441,USACE - Galveston,"Transport Company, structure",0,0,0,0,0,9,11,12,16,20,24,28,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,442,USACE - Galveston,"Utility Company, structure",0,0,0,0,0,0,0,10,14,18,22,26,30,34,36,38,40,40,45,50,50,50,50,50,50,50,50,50,50,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,288,USACE - Galveston,"Large Commercial Office, contents (Equipment)",0,0,0,0,0,16,21,24,25,26,28,31,36,42,50,71,84,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,456,USACE - New Orleans,"Real Estate Office, structure, fresh water, short duration",0,0,0,0,0,16,34,65,80,82,90,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,290,USACE - Galveston,"Real Estate Office, contents (Inventory)",0,0,0,0,25,43,63,70,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,291,USACE - Galveston,"Transport Comapny, contents (Equipment)",0,0,0,0,0,60,75,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,292,USACE - Galveston,"Utility Company, contents (Equipment)",0,0,0,0,0,0,0,0,10,20,30,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,293,USACE - Galveston,"Utility Company, contents (Inventory)",0,0,0,0,0,1,1,5,7,10,11,12,13,14,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,294,USACE - Galveston,"Water Supply, contents (Equipment)",0,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,295,USACE - New Orleans,"Accounting Firm, contents, salt water, long duration",0,0,0,0,0,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,296,USACE - New Orleans,"Accounting Firm, contents, fresh water, short duration",0,0,0,0,0,26,46,94,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,297,USACE - New Orleans,"Legal Office, contents, salt water, long duration",0,0,0,0,0,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,285,USACE - Galveston,"Business, contents (Inventory)",0,0,0,0,0,2,6,10,15,19,24,28,33,38,44,49,55,62,69,78,86,95,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,286,USACE - Galveston,"Import Sales, contents (Equipment)",0,0,0,0,0,25,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,287,USACE - Galveston,"Import Sales, contents (Inventory)",0,0,0,0,0,60,65,70,75,80,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,455,USACE - New Orleans,"Real Estate Office, structure, fresh water, long duration",0,0,0,0,0,28,42,66,81,83,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,301,USACE - New Orleans,"Utility Company, contents, salt water, long duration",0,0,0,0,0,60,60,60,60,60,60,60,60,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,457,USACE - New Orleans,"Real Estate Office, structure, composite water & duration",0,0,0,0,0,31,52,65,73,79,82,84,86,88,89,91,92,95,96,98,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,458,USACE - New Orleans,"Utility Company, structure, salt water, long duration",0,0,0,0,0,85,87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,459,USACE - New Orleans,"Utility Company, structure, salt water, short duration",0,0,0,0,0,72,72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,460,USACE - New Orleans,"Utility Company, structure, fresh water, long duration",0,0,0,0,0,75,76,97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,461,USACE - New Orleans,"Utility Company, structure, fresh water, short duration",0,0,0,0,0,65,65,90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,462,USACE - New Orleans,"Utility Company, structure, composite water & duration",0,0,0,0,0,25,55,69,79,84,85,85,85,85,90,90,90,92,93,94,95,96,97,98,99,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,463,USACE - St. Paul,"Professional, structure, fresh water",0,0,0,0,5,12,17,20,21,22,22,23,25,27,31,35,39,42,42,42,42,42,42,42,42,42,42,42,42,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,464,USACE - Wilmington,"Boat Stalls, structure",0,0,0,0,5,9,13,17,21,26,32,37,43,48,52,58,60,63,66,69,72,75,78,81,84,87,90,93,96,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,298,USACE - New Orleans,"Legal Office, contents, fresh water, short duration",0,0,0,0,0,26,46,94,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,299,USACE - New Orleans,"Real Estate Office, contents, salt water, long duration",0,0,0,0,0,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,454,USACE - New Orleans,"Real Estate Office, structure, salt water, short duration",0,0,0,0,0,19,39,75,92,94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,flBldgStructDmgFn,COM,Bldg
COM4,300,USACE - New Orleans,"Real Estate Office, contents, fresh water, short duration",0,0,0,0,0,26,46,94,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
COM4,302,USACE - New Orleans,"Utility Company, contents, fresh water, short duration",0,0,0,0,0,5,18,50,50,52,58,58,58,58,58,59,69,70,70,79,79,79,79,79,79,79,79,79,79,,,,,,,,,,,,,,,,flBldgContDmgFn,COM,Cont
